,Symbol,Company name,Security type,ISIN code,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,hashtags,cashtags
863,HZN,HORIZON OIL LIMITED,ORDINARY FULLY PAID,AU000000HZN8,,,,,,,,,,#HZN,$HZN
864,HOR,HORSESHOE METALS LTD,ORDINARY FULLY PAID,AU000000HOR3,,,,,,,,,,#HOR,$HOR
865,HCH,HOT CHILI LTD,ORDINARY FULLY PAID,AU0000HCHAX9,,,,,,,,,,#HCH,$HCH
866,HRL,HRLHOLDING,ORDINARY FULLY PAID,AU000000HRL9,,,,,,,,,,#HRL,$HRL
867,HSC,HSC TECHNOLOGY GROUP,ORDINARY FULLY PAID,AU0000030348,,,,,,,,,,#HSC,$HSC
868,HT1,HT&E LIMITED,ORDINARY FULLY PAID,AU000000HT18,,,,,,,,,,#HT1,$HT1
869,HUB,HUB24 LTD,ORDINARY FULLY PAID,AU000000HUB4,,,,,,,,,,#HUB,$HUB
870,HFY,HUBIFY LTD,ORDINARY FULLY PAID,AU0000114852,,,,,,,,,,#HFY,$HFY
871,HGL,HUDSON INVESTMENT,ORDINARY FULLY PAID,AU000000HGL2,,,,,,,,,,#HGL,$HGL
872,HUM,HUMM GROUP LIMITED,ORDINARY FULLY PAID,AU0000121337,,,,,,,,,,#HUM,$HUM
873,HTA,HUTCHISON,ORDINARY FULLY PAID,AU000000HTA8,,,,,,,,,,#HTA,$HTA
874,HYD,HYDRIX LIMITED,ORDINARY FULLY PAID,AU0000028979,,,,,,,,,,#HYD,$HYD
875,HCD,HYDROCARBON DYNAMIC,ORDINARY FULLY PAID,AU0000074742,,,,,,,,,,#HCD,$HCD
876,HGV,HYGROVEST LIMITED,ORDINARY FULLY PAID,AU0000201006,,,,,,,,,,#HGV,$HGV
877,IS3,I SYNERGY GROUP LTD,ORDINARY FULLY PAID,AU000000IS34,,,,,,,,,,#IS3,$IS3
878,ICI,ICANDY INTERACTIVE,ORDINARY FULLY PAID,AU000000ICI5,,,,,,,,,,#ICI,$ICI
879,ICL,ICENI GOLD,ORDINARY FULLY PAID,AU0000140030,,,,,,,,,,#ICL,$ICL
880,ICE,ICETANA LIMITED,ORDINARY FULLY PAID,AU0000067621,,,,,,,,,,#ICE,$ICE
881,ICT,ICOLLEGE LIMITED,ORDINARY FULLY PAID,AU000000ICT2,,,,,,,,,,#ICT,$ICT
882,ICN,ICON ENERGY LIMITED,ORDINARY FULLY PAID,AU000000ICN5,,,,,,,,,,#ICN,$ICN
883,ICS,ICSGLOBAL LIMITED,ORDINARY FULLY PAID,AU000000ICS4,,,,,,,,,,#ICS,$ICS
884,ID8,IDENTITII LIMITED,ORDINARY FULLY PAID,AU0000021800,,,,,,,,,,#ID8,$ID8
885,IEL,IDP EDUCATION LTD,ORDINARY FULLY PAID,AU000000IEL5,,,,,,,,,,#IEL,$IEL
886,IDT,IDT AUSTRALIA LTD,ORDINARY FULLY PAID,AU000000IDT0,,,,,,,,,,#IDT,$IDT
887,IGN,IGNITE LTD,ORDINARY FULLY PAID,AU0000033763,,,,,,,,,,#IGN,$IGN
888,IGO,IGO LIMITED,ORDINARY FULLY PAID,AU000000IGO4,,,,,,,,,,#IGO,$IGO
889,IKW,IKWEZI MINING LTD,ORDINARY FULLY PAID,BMG471001054,,,,,,,,,,#IKW,$IKW
890,ILT,ILTANI,ORDINARY FULLY PAID,AU0000225054,,,,,,,,,,#ILT,$ILT
891,ILU,ILUKA RESOURCES,ORDINARY FULLY PAID,AU000000ILU1,,,,,,,,,,#ILU,$ILU
892,IMA,IMAGE RESOURCES NL,ORDINARY FULLY PAID,AU000000IMA1,,,,,,,,,,#IMA,$IMA
893,IBX,IMAGION BIOSYS LTD,ORDINARY FULLY PAID,AU000000IBX6,,,,,,,,,,#IBX,$IBX
894,IMD,IMDEX LIMITED,ORDINARY FULLY PAID,AU000000IMD5,,,,,,,,,,#IMD,$IMD
895,IME,IMEXHS LIMITED,ORDINARY FULLY PAID,AU0000023053,,,,,,,,,,#IME,$IME
896,IMC,IMMURON LIMITED,ORDINARY FULLY PAID,AU000000IMC7,,,,,,,,,,#IMC,$IMC
897,IMM,IMMUTEP LTD,ORDINARY FULLY PAID,AU000000IMM6,,,,,,,,,,#IMM,$IMM
898,IPT,IMPACT MINERALS,ORDINARY FULLY PAID,AU000000IPT4,,,,,,,,,,#IPT,$IPT
899,IPD,IMPEDIMED LIMITED,ORDINARY FULLY PAID,AU000000IPD8,,,,,,,,,,#IPD,$IPD
900,IMS,IMPELUS LTD,ORDINARY FULLY PAID,AU000000IMS3,,,,,,,,,,#IMS,$IMS
901,IPC,IMPERIAL PACIFIC LTD,ORDINARY FULLY PAID,AU000000IPC0,,,,,,,,,,#IPC,$IPC
902,IMU,IMUGENE LIMITED,ORDINARY FULLY PAID,AU000000IMU9,,,,,,,,,,#IMU,$IMU
903,ICG,INCA MINERALS LTD,ORDINARY FULLY PAID,AU000000ICG9,,,,,,,,,,#ICG,$ICG
904,IHL,INCANNEX HEALTHCARE,ORDINARY FULLY PAID,AU000000IHL8,,,,,,,,,,#IHL,$IHL
905,INP,INCENTIAPAY LTD,ORDINARY FULLY PAID,AU0000007411,,,,,,,,,,#INP,$INP
906,IPL,INCITEC PIVOT,ORDINARY FULLY PAID,AU000000IPL1,,,,,,,,,,#IPL,$IPL
907,IAM,INCOME ASSET,ORDINARY FULLY PAID,AU0000200198,,,,,,,,,,#IAM,$IAM
908,IDA,INDIANA RESOURCES,ORDINARY FULLY PAID,AU000000IDA0,,,,,,,,,,#IDA,$IDA
909,IND,INDUSTRIALMINERALS,ORDINARY FULLY PAID,AU0000158578,,,,,,,,,,#IND,$IND
910,INF,INFINITY LITHIUM,ORDINARY FULLY PAID,AU0000007627,,,,,,,,,,#INF,$INF
911,IMI,INFINITYMINING,ORDINARY FULLY PAID,AU0000187288,,,,,,,,,,#IMI,$IMI
912,IFM,INFOMEDIA LTD,ORDINARY FULLY PAID,AU000000IFM0,,,,,,,,,,#IFM,$IFM
913,ING,INGHAMS GROUP,ORDINARY FULLY PAID,AU000000ING6,,,,,,,,,,#ING,$ING
914,IRX,INHALERX LIMITED,ORDINARY FULLY PAID,AU0000179475,,,,,,,,,,#IRX,$IRX
915,INL,INNLANZ LIMITED,ORDINARY FULLY PAID,AU0000199002,,,,,,,,,,#INL,$INL
916,IIQ,INOVIQ LTD,ORDINARY FULLY PAID,AU0000196149,,,,,,,,,,#IIQ,$IIQ
917,IFL,INSIGNIA FINANCIAL,ORDINARY FULLY PAID,AU000000IFL2,,,,,,,,,,#IFL,$IFL
918,IAG,INSURANCE AUSTRALIA,ORDINARY FULLY PAID,AU000000IAG3,,,,,,,,,,#IAG,$IAG
919,IDX,INTEGRAL DIAGNOSTICS,ORDINARY FULLY PAID,AU000000IDX2,,,,,,,,,,#IDX,$IDX
920,IRI,INTEGRATED RESEARCH,ORDINARY FULLY PAID,AU000000IRI3,,,,,,,,,,#IRI,$IRI
921,ICR,INTELICARE HOLDINGS,ORDINARY FULLY PAID,AU0000081788,,,,,,,,,,#ICR,$ICR
922,IMB,INTELLIGENT MONITOR,ORDINARY FULLY PAID,AU0000199713,,,,,,,,,,#IMB,$IMB
923,IHR,INTELLIHR LIMITED,ORDINARY FULLY PAID,AU000000IHR5,,,,,,,,,,#IHR,$IHR
924,IEQ,INTERNATIONAL EQUITI,ORDINARY FULLY PAID,AU000000IEQ4,,,,,,,,,,#IEQ,$IEQ
925,IG6,INTERNATIONALGRAPHIT,ORDINARY FULLY PAID,AU0000210957,,,,,,,,,,#IG6,$IG6
926,IEC,INTRA ENERGY CORP,ORDINARY FULLY PAID,AU000000IEC4,,,,,,,,,,#IEC,$IEC
927,IVT,INVENTIS LIMITED,ORDINARY FULLY PAID,AU000000IVT2,,,,,,,,,,#IVT,$IVT
928,IVR,INVESTIGATOR RES LTD,ORDINARY FULLY PAID,AU000000IVR6,,,,,,,,,,#IVR,$IVR
929,INV,INVESTSMART GROUP,ORDINARY FULLY PAID,AU000000INV5,,,,,,,,,,#INV,$INV
930,IXC,INVEX THER,ORDINARY FULLY PAID,AU0000048621,,,,,,,,,,#IXC,$IXC
931,IVZ,INVICTUS ENERGY LTD,ORDINARY FULLY PAID,AU0000016560,,,,,,,,,,#IVZ,$IVZ
932,IVO,INVIGOR GROUP LTD,ORDINARY FULLY PAID,AU000000IVO3,,,,,,,,,,#IVO,$IVO
933,IVX,INVION LTD,ORDINARY FULLY PAID,AU000000IVX4,,,,,,,,,,#IVX,$IVX
934,IVC,INVOCARE LIMITED,ORDINARY FULLY PAID,AU000000IVC8,,,,,,,,,,#IVC,$IVC
935,IOD,IODM LIMITED,ORDINARY FULLY PAID,AU000000IOD1,,,,,,,,,,#IOD,$IOD
936,INR,IONEER LTD,ORDINARY FULLY PAID,AU0000028946,,,,,,,,,,#INR,$INR
937,IXR,IONIC RARE EARTHS,ORDINARY FULLY PAID,AU0000081341,,,,,,,,,,#IXR,$IXR
938,IOU,IOUPAY LIMITED,ORDINARY FULLY PAID,AU0000108409,,,,,,,,,,#IOU,$IOU
939,IPB,IPB PETROLEUM LTD,ORDINARY FULLY PAID,AU000000IPB2,,,,,,,,,,#IPB,$IPB
940,IPG,IPD GROUP,ORDINARY FULLY PAID,AU0000189318,,,,,,,,,,#IPG,$IPG
941,IPX,IPERIONX LIMITED,ORDINARY FULLY PAID,AU0000208910,,,,,,,,,,#IPX,$IPX
942,IPH,IPH LIMITED,ORDINARY FULLY PAID,AU000000IPH9,,,,,,,,,,#IPH,$IPH
943,IQ3,IQ3CORP LIMITED,ORDINARY FULLY PAID,AU000000IQ36,,,,,,,,,,#IQ3,$IQ3
944,IRE,IRESS LIMITED,ORDINARY FULLY PAID,AU000000IRE2,,,,,,,,,,#IRE,$IRE
945,IR1,IRISMETALS,ORDINARY FULLY PAID,AU0000166134,,,,,,,,,,#IR1,$IR1
946,IRD,IRON ROAD LTD,ORDINARY FULLY PAID,AU000000IRD4,,,,,,,,,,#IRD,$IRD
947,IBC,IRONBARK CAPITAL LTD,ORDINARY FULLY PAID,AU000000IBC0,,,,,,,,,,#IBC,$IBC
948,IBG,IRONBARK ZINC LTD,ORDINARY FULLY PAID,AU000000IBG1,,,,,,,,,,#IBG,$IBG
949,ISU,ISELECT LTD,ORDINARY FULLY PAID,AU000000ISU6,,,,,,,,,,#ISU,$ISU
950,ILA,ISLAND PHARMA,ORDINARY FULLY PAID,AU0000138869,,,,,,,,,,#ILA,$ILA
951,ITM,ITECH MINERALS LTD,ORDINARY FULLY PAID,AU0000177172,,,,,,,,,,#ITM,$ITM
952,IGL,IVEGROUP,ORDINARY FULLY PAID,AU000000IGL0,,,,,,,,,,#IGL,$IGL
953,IXU,IXUP LIMITED,ORDINARY FULLY PAID,AU000000IXU6,,,,,,,,,,#IXU,$IXU
954,JGH,JADE GAS HOLDINGS,ORDINARY FULLY PAID,AU0000178477,,,,,,,,,,#JGH,$JGH
955,JAL,JAMESON RESOURCES,ORDINARY FULLY PAID,AU000000JAL1,,,,,,,,,,#JAL,$JAL
956,JAN,JANISON EDU GROUP,ORDINARY FULLY PAID,AU000000JAN7,,,,,,,,,,#JAN,$JAN
957,JHGAA,JANUS HENDERSON,ORDINARY FULLY PAID,AU0000043143,,,,,,,,,,#JHGAA,$JHGAA
958,JAT,JATCORP LIMITED,ORDINARY FULLY PAID,AU000000JAT4,,,,,,,,,,#JAT,$JAT
959,JAV,JAVELIN MINERALS LTD,ORDINARY FULLY PAID,AU0000193757,,,,,,,,,,#JAV,$JAV
960,JXT,JAXSTALTD,ORDINARY FULLY PAID,AU0000032559,,,,,,,,,,#JXT,$JXT
961,JTL,JAYEX TECHNOLOGY LTD,ORDINARY FULLY PAID,AU0000155293,,,,,,,,,,#JTL,$JTL
962,JAY,JAYRIDE GROUP,ORDINARY FULLY PAID,AU000000JAY4,,,,,,,,,,#JAY,$JAY
963,JBH,JB HI-FI LIMITED,ORDINARY FULLY PAID,AU000000JBH7,,,,,,,,,,#JBH,$JBH
964,JCS,JCURVE SOLUTIONS,ORDINARY FULLY PAID,AU000000JCS2,,,,,,,,,,#JCS,$JCS
965,JRV,JERVOIS GLOBAL LTD,ORDINARY FULLY PAID,AU000000JRV4,,,,,,,,,,#JRV,$JRV
966,JRL,JINDALEE RESOURCES,ORDINARY FULLY PAID,AU000000JRL5,,,,,,,,,,#JRL,$JRL
967,JLG,JOHNS LYNG GROUP,ORDINARY FULLY PAID,AU000000JLG8,,,,,,,,,,#JLG,$JLG
968,JYC,JOYCE CORPORATION,ORDINARY FULLY PAID,AU000000JYC0,,,,,,,,,,#JYC,$JYC
969,JDO,JUDO CAP HOLDINGS,ORDINARY FULLY PAID,AU0000182271,,,,,,,,,,#JDO,$JDO
970,JIN,JUMBO INTERACTIVE,ORDINARY FULLY PAID,AU000000JIN0,,,,,,,,,,#JIN,$JIN
971,JNO,JUNO,ORDINARY FULLY PAID,AU0000134173,,,,,,,,,,#JNO,$JNO
972,JPR,JUPITER ENERGY,ORDINARY FULLY PAID,AU000000JPR6,,,,,,,,,,#JPR,$JPR
973,JMS,JUPITER MINES.,ORDINARY FULLY PAID,AU0000005159,,,,,,,,,,#JMS,$JMS
974,KSC,K & S CORPORATION,ORDINARY FULLY PAID,AU000000KSC0,,,,,,,,,,#KSC,$KSC
975,KTG,K-TIG LIMITED,ORDINARY FULLY PAID,AU0000059644,,,,,,,,,,#KTG,$KTG
976,KAM,K2 ASSET MGMT HLDGS,ORDINARY FULLY PAID,AU000000KAM7,,,,,,,,,,#KAM,$KAM
977,K2F,K2FLY LTD,ORDINARY FULLY PAID,AU000000K2F2,,,,,,,,,,#K2F,$K2F
978,KAI,KAIROS MINERALS LTD,ORDINARY FULLY PAID,AU000000KAI5,,,,,,,,,,#KAI,$KAI
979,KAU,KAISER REEF,ORDINARY FULLY PAID,AU0000072506,,,,,,,,,,#KAU,$KAU
980,KZR,KALAMAZOO RESOURCES,ORDINARY FULLY PAID,AU000000KZR3,,,,,,,,,,#KZR,$KZR
981,KAL,KALGOORLIEGOLDMINING,ORDINARY FULLY PAID,AU0000180226,,,,,,,,,,#KAL,$KAL
982,KPO,KALINA POWER LIMITED,ORDINARY FULLY PAID,AU000000KPO1,,,,,,,,,,#KPO,$KPO
983,KLL,KALIUM LAKES LTD,ORDINARY FULLY PAID,AU000000KLL6,,,,,,,,,,#KLL,$KLL
984,KGM,KALNORTH GOLD LTD,ORDINARY FULLY PAID,AU000000KGM4,,,,,,,,,,#KGM,$KGM
985,KAR,KAROON ENERGY LTD,ORDINARY FULLY PAID,AU000000KAR6,,,,,,,,,,#KAR,$KAR
986,KAT,KATANA CAPITAL,ORDINARY FULLY PAID,AU000000KAT2,,,,,,,,,,#KAT,$KAT
987,KZA,KAZIA THERAPEUTICS,ORDINARY FULLY PAID,AU000000KZA9,,,,,,,,,,#KZA,$KZA
988,KPG,KELLY PARTNERS GROUP,ORDINARY FULLY PAID,AU000000KPG7,,,,,,,,,,#KPG,$KPG
989,KLS,KELSIAN GROUP LTD,ORDINARY FULLY PAID,AU0000186678,,,,,,,,,,#KLS,$KLS
990,KEY,KEY PETROLEUM,ORDINARY FULLY PAID,AU000000KEY4,,,,,,,,,,#KEY,$KEY
991,KBC,KEYBRIDGE CAPITAL,ORDINARY FULLY PAID,AU000000KBC6,,,,,,,,,,#KBC,$KBC
992,KGL,KGL RESOURCES LTD,ORDINARY FULLY PAID,AU000000KGL6,,,,,,,,,,#KGL,$KGL
993,KIL,KILAND LTD,ORDINARY FULLY PAID,AU0000183600,,,,,,,,,,#KIL,$KIL
994,KLI,KILLIRESOURCES,ORDINARY FULLY PAID,AU0000191058,,,,,,,,,,#KLI,$KLI
995,KIN,KIN MIN NL,ORDINARY FULLY PAID,AU000000KIN8,,,,,,,,,,#KIN,$KIN
996,KSL,KINA SECURITIES LTD,ORDINARY FULLY PAID,PG000A143KS8,,,,,,,,,,#KSL,$KSL
997,KKO,KINETIKO ENERGY LTD,ORDINARY FULLY PAID,AU000000KKO2,,,,,,,,,,#KKO,$KKO
998,KRR,KING RIVER RESOURCES,ORDINARY FULLY PAID,AU0000033102,,,,,,,,,,#KRR,$KRR
999,KFM,KINGFISHER MINING,ORDINARY FULLY PAID,AU0000118473,,,,,,,,,,#KFM,$KFM
1000,KCN,KINGSGATE CONSOLID.,ORDINARY FULLY PAID,AU000000KCN1,,,,,,,,,,#KCN,$KCN
1001,KNG,KINGSLAND MINERALS,ORDINARY FULLY PAID,AU0000218869,,,,,,,,,,#KNG,$KNG
1002,KRM,KINGSROSE MINING LTD,ORDINARY FULLY PAID,AU000000KRM1,,,,,,,,,,#KRM,$KRM
1003,KSN,KINGSTON RESOURCES,ORDINARY FULLY PAID,AU000000KSN7,,,,,,,,,,#KSN,$KSN
1004,KWR,KINGWEST RESOURCES,ORDINARY FULLY PAID,AU0000015471,,,,,,,,,,#KWR,$KWR
1005,KME,KIP MCGRATH EDU.CNTR,ORDINARY FULLY PAID,AU000000KME9,,,,,,,,,,#KME,$KME
1006,KNM,KNEOMEDIA LIMITED,ORDINARY FULLY PAID,AU000000KNM0,,,,,,,,,,#KNM,$KNM
1007,KNO,KNOSYS LIMITED,ORDINARY FULLY PAID,AU000000KNO6,,,,,,,,,,#KNO,$KNO
1008,KOB,KOBARESOURCESLIMITED,ORDINARY FULLY PAID,AU0000212375,,,,,,,,,,#KOB,$KOB
1009,KGN,KOGAN.COM LTD,ORDINARY FULLY PAID,AU000000KGN2,,,,,,,,,,#KGN,$KGN
1010,KFE,KOGI IRON LTD,ORDINARY FULLY PAID,AU000000KFE3,,,,,,,,,,#KFE,$KFE
1011,KFEAI,KOGI IRON LTD,ORDINARY FULLY PAID,AU0000KFEAI4,,,,,,,,,,#KFEAI,$KFEAI
1012,KNB,KOONENBERRYGOLD,ORDINARY FULLY PAID,AU0000165896,,,,,,,,,,#KNB,$KNB
1013,KMT,KOPORE METALS LTD,ORDINARY FULLY PAID,AU000000KMT7,,,,,,,,,,#KMT,$KMT
1014,KOR,KORAB RESOURCES,ORDINARY FULLY PAID,AU000000KOR7,,,,,,,,,,#KOR,$KOR
1015,KP2AA,KORE POTASH PLC,ORDINARY FULLY PAID,AU0000039786,,,,,,,,,,#KP2AA,$KP2AA
1016,KOV,KORVEST LTD,ORDINARY FULLY PAID,AU000000KOV9,,,,,,,,,,#KOV,$KOV
1017,KTA,KRAKATOA RESOURCES,ORDINARY FULLY PAID,AU000000KTA2,,,,,,,,,,#KTA,$KTA
1018,KGD,KULA GOLD LIMITED,ORDINARY FULLY PAID,AU000000KGD3,,,,,,,,,,#KGD,$KGD
1019,KNI,KUNIKOLIMITED,ORDINARY FULLY PAID,AU0000159840,,,,,,,,,,#KNI,$KNI
1020,KYK,KYCKR LIMITED,ORDINARY FULLY PAID,AU000000KYK1,,,,,,,,,,#KYK,$KYK
1021,LSF,L1 LONG SHORT FUND,ORDINARY FULLY PAID,AU0000002339,,,,,,,,,,#LSF,$LSF
1022,LRL,LABYRINTH RESOURCES,ORDINARY FULLY PAID,AU0000185597,,,,,,,,,,#LRL,$LRL
1023,LSA,LACHLAN STAR LTD,ORDINARY FULLY PAID,AU000000LSA2,,,,,,,,,,#LSA,$LSA
1024,LKE,LAKE RESOURCES,ORDINARY FULLY PAID,AU000000LKE1,,,,,,,,,,#LKE,$LKE
1025,LKO,LAKES BLUE ENERGY,ORDINARY FULLY PAID,AU000000LKO0,,,,,,,,,,#LKO,$LKO
1026,LHM,LAND HOMES GRP LTD,ORDINARY FULLY PAID,AU000000LHM0,,,,,,,,,,#LHM,$LHM
1027,LNY,LANEWAY RES LTD,ORDINARY FULLY PAID,AU000000LNY3,,,,,,,,,,#LNY,$LNY
1028,LNR,LANTHANEIN RESOURCES,ORDINARY FULLY PAID,AU0000223505,,,,,,,,,,#LNR,$LNR
1029,LAN,LANYON INVESTMENT,ORDINARY FULLY PAID,AU0000180416,,,,,,,,,,#LAN,$LAN
1030,LRK,LARK DISTILLING CO.,ORDINARY FULLY PAID,AU0000087264,,,,,,,,,,#LRK,$LRK
1031,LRV,LARVOTTORESOURCES,ORDINARY FULLY PAID,AU0000183253,,,,,,,,,,#LRV,$LRV
1032,LBL,LASERBOND LIMITED,ORDINARY FULLY PAID,AU000000LBL5,,,,,,,,,,#LBL,$LBL
1033,LRS,LATIN RESOURCES LTD,ORDINARY FULLY PAID,AU000000LRS6,,,,,,,,,,#LRS,$LRS
1034,LFS,LATITUDE GROUP,ORDINARY FULLY PAID,AU0000143687,,,,,,,,,,#LFS,$LFS
1035,LMG,LATROBE MAGNESIUM,ORDINARY FULLY PAID,AU000000LMG2,,,,,,,,,,#LMG,$LMG
1036,LAW,LAWFINANCE LTD,ORDINARY FULLY PAID,AU0000036659,,,,,,,,,,#LAW,$LAW
1037,LBY,LAYBUY GROUP HOLDING,ORDINARY FULLY PAID,NZLBYE0001S0,,,,,,,,,,#LBY,$LBY
1038,LBT,LBT INNOVATIONS,ORDINARY FULLY PAID,AU000000LBT8,,,,,,,,,,#LBT,$LBT
1039,LER,LEAF RES LTD,ORDINARY FULLY PAID,AU000000LER6,,,,,,,,,,#LER,$LER
1040,LCY,LEGACY IRON ORE,ORDINARY FULLY PAID,AU000000LCY6,,,,,,,,,,#LCY,$LCY
1041,LGM,LEGACY MINERALS,ORDINARY FULLY PAID,AU0000165383,,,,,,,,,,#LGM,$LGM
1042,LEG,LEGEND MINING,ORDINARY FULLY PAID,AU000000LEG9,,,,,,,,,,#LEG,$LEG
1043,LLL,LEOLITHIUMLIMITED,ORDINARY FULLY PAID,AU0000221251,,,,,,,,,,#LLL,$LLL
1044,LPD,LEPIDICO LTD,ORDINARY FULLY PAID,AU000000LPD2,,,,,,,,,,#LPD,$LPD
1045,LIC,LIFESTYLE COMMUNIT.,ORDINARY FULLY PAID,AU000000LIC9,,,,,,,,,,#LIC,$LIC
1046,LMEAB,LIMEADE INC.,ORDINARY FULLY PAID,AU0000084857,,,,,,,,,,#LMEAB,$LMEAB
1047,LML,LINCOLN MINERALS,ORDINARY FULLY PAID,AU000000LML2,,,,,,,,,,#LML,$LML
1048,LIN,LINDIAN RESOURCES,ORDINARY FULLY PAID,AU000000LIN6,,,,,,,,,,#LIN,$LIN
1049,LAU,LINDSAY AUSTRALIA,ORDINARY FULLY PAID,AU000000LAU8,,,,,,,,,,#LAU,$LAU
1050,LNU,LINIUS TECH LIMITED,ORDINARY FULLY PAID,AU000000LNU1,,,,,,,,,,#LNU,$LNU
1051,LNK,LINK ADMIN HLDG,ORDINARY FULLY PAID,AU000000LNK2,,,,,,,,,,#LNK,$LNK
1052,LIO,LION ENERGY LIMITED,ORDINARY FULLY PAID,AU000000LIO4,,,,,,,,,,#LIO,$LIO
1053,LSX,LION SELECTION GRP,ORDINARY FULLY PAID,AU000000LSX4,,,,,,,,,,#LSX,$LSX
1054,LTR,LIONTOWN RESOURCES,ORDINARY FULLY PAID,AU000000LTR4,,,,,,,,,,#LTR,$LTR
1055,LIS,LISENERGYLIMITED,ORDINARY FULLY PAID,AU0000166597,,,,,,,,,,#LIS,$LIS
1056,LEL,LITHENERGY,ORDINARY FULLY PAID,AU0000143497,,,,,,,,,,#LEL,$LEL
1057,LIT,LITHIUM AUSTRALIA,ORDINARY FULLY PAID,AU000000LIT3,,,,,,,,,,#LIT,$LIT
1058,LPM,LITHIUM PLUS,ORDINARY FULLY PAID,AU0000214082,,,,,,,,,,#LPM,$LPM
1059,LPI,LITHIUM PWR INT LTD,ORDINARY FULLY PAID,AU000000LPI1,,,,,,,,,,#LPI,$LPI
1060,LGP,LITTLE GREEN PHARMA,ORDINARY FULLY PAID,AU0000074924,,,,,,,,,,#LGP,$LGP
1061,LV1,LIVE VERDURE LTD,ORDINARY FULLY PAID,AU0000115180,,,,,,,,,,#LV1,$LV1
1062,LVH,LIVEHIRE LIMITED,ORDINARY FULLY PAID,AU000000LVH1,,,,,,,,,,#LVH,$LVH
1063,LVT,LIVETILES LIMITED,ORDINARY FULLY PAID,AU000000LVT6,,,,,,,,,,#LVT,$LVT
1064,LCT,LIVING CELL TECH.,ORDINARY FULLY PAID,AU000000LCT6,,,,,,,,,,#LCT,$LCT
1065,LPE,LOCALITY PLANNING,ORDINARY FULLY PAID,AU000000LPE0,,,,,,,,,,#LPE,$LPE
1066,LKY,LOCKSLEYRESOURCES,ORDINARY FULLY PAID,AU0000154015,,,,,,,,,,#LKY,$LKY
1067,LDR,LODE RESOURCES,ORDINARY FULLY PAID,AU0000147258,,,,,,,,,,#LDR,$LDR
1068,LSR,LODESTAR MINERALS,ORDINARY FULLY PAID,AU000000LSR6,,,,,,,,,,#LSR,$LSR
1069,LCE,LONDON CITY EQU. LTD,ORDINARY FULLY PAID,AU000000LCE8,,,,,,,,,,#LCE,$LCE
1070,LRD,LORDRESOURCESLIMITED,ORDINARY FULLY PAID,AU0000210098,,,,,,,,,,#LRD,$LRD
1071,LCL,LOS CERROS LIMITED,ORDINARY FULLY PAID,AU0000075954,,,,,,,,,,#LCL,$LCL
1072,LOT,LOTUS RESOURCES LTD,ORDINARY FULLY PAID,AU0000058737,,,,,,,,,,#LOT,$LOT
1073,LVE,LOVE GROUP GLOBAL,ORDINARY FULLY PAID,AU000000LVE8,,,,,,,,,,#LVE,$LVE
1074,LOV,LOVISA HOLDINGS LTD,ORDINARY FULLY PAID,AU000000LOV7,,,,,,,,,,#LOV,$LOV
1075,LOM,LUCAPA DIAMOND LTD,ORDINARY FULLY PAID,AU000000LOM6,,,,,,,,,,#LOM,$LOM
1076,LDX,LUMOS DIAGNOSTICS,ORDINARY FULLY PAID,AU0000157091,,,,,,,,,,#LDX,$LDX
1077,LM8,LUNNONMETALSLIMITED,ORDINARY FULLY PAID,AU0000148975,,,,,,,,,,#LM8,$LM8
1078,LYN,LYCAONRESOURCES,ORDINARY FULLY PAID,AU0000180218,,,,,,,,,,#LYN,$LYN
1079,LYL,LYCOPODIUM LIMITED,ORDINARY FULLY PAID,AU000000LYL7,,,,,,,,,,#LYL,$LYL
1080,LYK,LYKOSMETALSLIMITED,ORDINARY FULLY PAID,AU0000178014,,,,,,,,,,#LYK,$LYK
1081,LYC,LYNAS RARE EARTHS,ORDINARY FULLY PAID,AU000000LYC6,,,,,,,,,,#LYC,$LYC
1082,LGL,LYNCH GROUP HOLDINGS,ORDINARY FULLY PAID,AU0000140477,,,,,,,,,,#LGL,$LGL
1083,M3M,M3MININGLIMITED,ORDINARY FULLY PAID,AU0000157661,,,,,,,,,,#M3M,$M3M
1084,M8S,M8 SUSTAINABLE,ORDINARY FULLY PAID,AU0000064552,,,,,,,,,,#M8S,$M8S
1085,MAF,MA FINANCIAL GROUP,ORDINARY FULLY PAID,AU0000156218,,,,,,,,,,#MAF,$MAF
1086,MGH,MAAS GROUP HOLDINGS,ORDINARY FULLY PAID,AU0000118564,,,,,,,,,,#MGH,$MGH
1087,MLD,MACA LIMITED,ORDINARY FULLY PAID,AU000000MLD9,,,,,,,,,,#MLD,$MLD
1088,MIO,MACARTHUR MINERALS,ORDINARY FULLY PAID,AU0000062440,,,,,,,,,,#MIO,$MIO
1089,MIOAAM,MACARTHUR MINERALS,ORDINARY FULLY PAID,AU0000225641,,,,,,,,,,#MIOAAM,$MIOAAM
1090,M7T,MACH7 TECH LIMITED,ORDINARY FULLY PAID,AU000000M7T0,,,,,,,,,,#M7T,$M7T
1091,MAH,MACMAHON HOLDINGS,ORDINARY FULLY PAID,AU000000MAH3,,,,,,,,,,#MAH,$MAH
1092,MBLAO,MACQUARIE BANK LTD,ORDINARY FULLY PAID,AU0000MBLAO2,,,,,,,,,,#MBLAO,$MBLAO
